,dist_bin,commodty,use_rate_bin,sum_wt,Ur,Ut0,Ut1,pt0,pt1
269,800,"""11""",1000,1013.22790032,-4.94854787559,-14.1972192,-10.3853592,9.6230177004e-05,0.0043344731135
270,800,"""11""",2000,4626.41,-9.89709575119,-31.4724384,-23.8487184,4.26528192479e-10,8.72744038619e-07
271,800,"""11""",8000,12443.375,-39.5883830048,-135.1237536,-104.6288736,3.23233022981e-42,5.6659643053e-29
272,800,"""11""",25000,88531.7065,-123.71369689,-428.80248,-333.50598,3.1741321553e-133,7.73337552116e-92
273,800,"""11""",100000,120855.0,-494.854787559,-1724.44392,-1343.25792,0.0,0.0
274,800,"""12""",100,430.633137255,-0.32134180498,1.29923248,1.51983598,0.834874315499,0.863087942441
275,800,"""14""",100,196.0,-99.0,-99.0,-99.0,-99.0,-99.0
276,800,"""14""",1000,686.0,-99.0,-99.0,-99.0,-99.0,-99.0
277,800,"""15""",100,598.266954246,,,,,
278,800,"""15""",8000,23775.0,,,,,
279,800,"""15""",100000,5951091.0,,,,,
280,800,"""17""",100,12500.9158058,-1.51091828801,-0.41311872,0.57588228,0.749847583918,0.889613628941
281,800,"""17""",1000,569.31668,-15.1091828801,-40.7521872,-30.8621772,7.3010399438e-12,1.44065977686e-07
282,800,"""19""",100,2940.10183358,-1.27755110813,,,,
283,800,"""19""",1000,4690.0,-12.7755110813,,,,
284,800,"""19""",2000,18331.7105,-25.5510221626,,,,
285,800,"""19""",8000,20140.0,-102.20408865,,,,
286,800,"""19""",25000,36198.0,-319.387777033,,,,
287,800,"""19""",50000,238102.516,-638.775554066,,,,
288,800,"""19""",100000,86220.0,-1277.55110813,,,,
289,800,"""20""",100,5913.72004046,-1.36541782945,2.63714848,3.44713948,0.982059061982,0.991938466762
290,800,"""20""",1000,4384.0,-13.6541782945,-30.4005152,-22.3006052,5.33529290162e-08,0.000175722828259
291,800,"""20""",2000,11560.0,-27.3083565891,-67.1090304,-50.9092104,5.18545641052e-18,5.62703247641e-11
292,800,"""20""",50000,60160.0,-682.708914727,-1829.11776,-1424.12226,0.0,0.0
293,800,"""22""",100,5106.13530943,-6.16197501772,-20.26358992,-15.52269142,7.51183665773e-07,8.60310365224e-05
294,800,"""22""",1000,852.6015,-61.6197501772,-213.6338992,-166.2249142,9.57401069221e-67,3.72009890349e-46
295,800,"""22""",2000,15422.333,-123.239500354,-428.4897984,-333.6718284,2.70072248037e-133,4.07756709283e-92
296,800,"""22""",8000,40003.2915,-492.958001417,-1717.6251936,-1338.3533136,0.0,0.0
297,800,"""23""",100,986.381407837,-2.29076609195,-2.64418272,-1.38023172,0.412554143606,0.713109499334
298,800,"""24""",100,7794.75109138,-1.00846654316,-1.59216432,-0.98312082,0.358082179839,0.5063360916
299,800,"""24""",1000,7526.41444444,-10.0846654316,-26.4336432,-20.3432082,7.93832976611e-08,3.5055507489e-05
300,800,"""24""",2000,22380.0,-20.1693308633,-54.0352864,-41.8544164,1.95975772951e-15,3.82196769291e-10
301,800,"""24""",8000,12600.0,-80.6773234532,-219.6451456,-170.9216656,4.43651219388e-61,6.41771139072e-40
302,800,"""24""",25000,34910.0,-252.116635791,-688.87308,-536.612205,2.08490535322e-190,2.78704619205e-124
303,800,"""24""",100000,78800.0,-1008.46654316,-2758.99632,-2149.95282,0.0,0.0
304,800,"""25""",100,77.4794772727,-0.884615544727,1.67845168,2.10907018,0.928446492497,0.952288052399
305,800,"""26""",100,19128.6684883,-2.56446649204,-4.97290192,-3.37052842,0.0825317105249,0.308730309246
306,800,"""26""",1000,1191.75,-25.6446649204,-70.3300192,-54.3062842,3.92100336007e-20,3.56793475821e-13
307,800,"""26""",2000,4430.0,-51.2893298407,-142.9490384,-110.9015684,1.55845533447e-40,1.29042788683e-26
308,800,"""27""",100,9853.71170063,-3.4504224968,-5.54365472,-3.44022872,0.109756355574,0.502548422132
309,800,"""27""",1000,1450.91110877,-34.504224968,-91.3375472,-70.3032872,2.07779054847e-25,2.83572959238e-16
310,800,"""27""",2000,3500.0,-69.008449936,-186.6640944,-144.5955744,7.9947123879e-52,1.48911741385e-33
311,800,"""27""",8000,15100.0,-276.033799744,-758.6233776,-590.3492976,2.59423499245e-210,3.12258093929e-137
312,800,"""31""",100,1954.64698815,-3.09851277787,-5.29657472,-3.35402372,0.0999246624068,0.436467536481
313,800,"""31""",1000,815.837134503,-30.9851277787,-84.5287472,-65.1032372,5.57572754701e-24,1.52297700238e-15
314,800,"""31""",2000,7459.0,-61.9702555574,-172.5644944,-133.7134744,9.32249889061e-49,6.95530121224e-32
315,800,"""31""",8000,14168.0,-247.881022229,-700.7789776,-545.3748976,2.0366533566e-197,6.31032208398e-130
