,dist_bin,commodty,use_rate_bin,sum_wt,Ur,Ut0,Ut1,pt0,pt1
316,800,"""31""",25000,88893.673,-774.628194467,-2197.38668,-1711.74893,0.0,0.0
317,800,"""31""",100000,81399.755,-3098.51277787,-8800.06772,-6857.51672,0.0,0.0
318,800,"""32""",100,1048.25568621,-0.441821018977,0.98360208,1.24340058,0.806187179706,0.843594719527
319,800,"""32""",1000,1169.09422727,-4.41821018977,-9.6129792,-7.0149942,0.00551491417947,0.0693456829893
320,800,"""33""",100,500.0,-3.81676653758,-3.34245552,-1.81145202,0.616403607561,0.881353939972
321,800,"""33""",2000,4000.0,-76.3353307516,-135.1731104,-104.5530404,2.79947743506e-26,5.56165964211e-13
322,800,"""36""",100,90.0,-1.51350878498,2.04896528,2.44857878,0.972414022075,0.981331772115
323,800,"""37""",100,234.28,-47.0861316909,-65.7972773333,-50.5170773333,7.47915776225e-09,0.0313422099337
324,800,"""37""",8000,6600.0,-3757.41843527,-5536.49545333,-4314.07945333,0.0,1.75869919464e-242
325,800,"""40""",25000,24625.0,-1104.05703062,-1968.12768,-1532.580555,0.0,7.84509120073e-187
326,800,"""41""",100,3325.52262337,-0.431608881672,1.63034208,1.95595308,0.887149638341,0.915873910316
327,800,"""41""",2000,2375.0,-8.63217763344,-26.4071584,-19.8949384,1.90732160776e-08,1.28422041861e-05
328,1200,"""02""",100,22506.2473444,-1.16608433804,-5.43298528,-3.78848332,0.0138311957025,0.0677106983984
329,1200,"""02""",1000,84371.649,-11.6608433804,-72.5458528,-56.1008332,3.61390205842e-27,5.01138357798e-20
330,1200,"""02""",2000,126501.628,-23.3216867607,-147.1157056,-114.2256664,1.7256023577e-54,3.3182053531e-40
331,1200,"""02""",8000,179738.247,-93.2867470429,-594.5348224,-462.9746656,2.04515772892e-218,2.79625609889e-161
332,1200,"""02""",25000,42728.1615,-291.521084509,-1862.22232,-1451.09683,0.0,0.0
333,1200,"""02""",50000,42847.506,-583.042169018,-3726.46864,-2904.21766,0.0,0.0
334,1200,"""03""",100,4745.1304152,-0.131809461944,2.72788352,2.87500388,0.945817568011,0.952880983461
335,1200,"""03""",1000,4734.195,-1.31809461944,-3.2761648,-1.8049612,0.123676050095,0.380631998501
336,1200,"""03""",8000,22039.3275,-10.5447569555,-49.9743184,-38.2046896,7.51552010252e-18,9.71502410872e-13
337,1200,"""03""",25000,21526.785,-32.9523654859,-163.38412,-126.60403,2.26052206e-57,2.12617437908e-41
338,1200,"""04""",100,1684.14202957,-2.6713967515,-9.96601088,-7.15047972,0.0006787259739,0.0112165723415
339,1200,"""04""",1000,1283.841,-26.713967515,-124.8691088,-96.7137972,2.35376862474e-43,3.97612687233e-31
340,1200,"""04""",2000,4148.869,-53.42793503,-252.5392176,-196.2285944,3.36564801805e-87,9.60420946826e-63
341,1200,"""05""",100,1668.26159848,-0.598678873924,3.14665632,3.73356708,0.976917674585,0.987032361948
342,1200,"""05""",1000,700.0,-5.98678873924,-20.8054368,-14.9363292,3.66726892704e-07,0.000129779948042
343,1200,"""06""",100,3904.5349945,-0.261424465796,1.11398112,1.36406828,0.798252103482,0.83555125421
344,1200,"""07""",100,12255.551288,-0.492095332206,1.15333392,1.59233898,0.838272343514,0.889381045418
345,1200,"""07""",1000,8628.40932315,-4.92095332206,-16.7626608,-12.3726102,7.1979472561e-06,0.000580142271649
346,1200,"""07""",2000,7101.972,-9.84190664412,-36.6693216,-27.8892204,2.23358107359e-12,1.45261731416e-08
347,1200,"""07""",8000,13656.784,-39.3676265765,-156.1092864,-120.9888816,1.99407427319e-51,3.56729756406e-36
348,1200,"""11""",100,7436.92436688,-0.531512478221,0.49974912,1.06833528,0.737160409847,0.83199710617
349,1200,"""11""",1000,1338.07465043,-5.31512478221,-22.7045088,-17.0186472,2.80470032739e-08,8.26458795271e-06
350,1200,"""11""",2000,3315.7845,-10.6302495644,-48.4870176,-37.1152944,3.6225512591e-17,3.14551075861e-12
351,1200,"""12""",100,199.730769231,-0.218386588781,0.80689072,1.13594818,0.735999279753,0.794837406331
352,1200,"""13""",100,489.220833333,-2.01845305838,-4.14774448,-2.23579062,0.106282278179,0.445878480674
353,1200,"""13""",2000,4690.0,-40.3690611676,-168.8728896,-130.6338124,1.55416243779e-56,6.2880593104e-40
354,1200,"""16""",2000,3000.0,-99.0,-99.0,-99.0,-99.0,-99.0
355,1200,"""17""",100,7633.81507349,-2.91274529866,-2.62036608,-1.14514852,0.572578505021,0.854158552378
356,1200,"""17""",1000,1715.67928848,-29.1274529866,-62.8246608,-48.0724852,2.32000323842e-15,5.91939127042e-09
357,1200,"""18""",100,599.893102953,-3.42804088741,-12.39660528,-9.14870082,0.000127334670679,0.00326684000584
358,1200,"""19""",100,3815.0428486,-1.44976080536,,,,
359,1200,"""19""",2000,13623.6665,-28.9952161072,,,,
360,1200,"""19""",8000,7020.0,-115.980864429,,,,
361,1200,"""19""",25000,56275.0,-362.44020134,,,,
362,1200,"""19""",50000,100890.0,-724.88040268,,,,
363,1200,"""20""",100,11647.9914177,-1.54565520751,0.82941472,2.03761668,0.914906399195,0.972966475622
364,1200,"""20""",1000,2750.0,-15.4565520751,-48.4778528,-36.3958332,4.56069794531e-15,8.05722983263e-10
365,1200,"""20""",2000,10386.6865,-30.9131041502,-103.2637056,-79.0996664,3.78907348437e-32,1.18261099663e-21
366,1200,"""20""",8000,7800.0,-123.652416601,-431.9788224,-335.3226656,1.24607257105e-134,1.18243935675e-92
367,1200,"""20""",100000,77140.0,-1545.65520751,-5472.27728,-4264.07532,0.0,0.0
368,1200,"""22""",100,4423.19999383,-6.32132954077,-30.84430288,-23.77266522,2.23773162123e-11,2.6362172726e-08
369,1200,"""22""",1000,800.0,-63.2132954077,-319.4410288,-248.7246522,5.26877044395e-112,2.71294765723e-81
370,1200,"""22""",2000,2297.5505,-126.426590815,-640.1040576,-498.6713044,8.17919754343e-224,2.16857762513e-162
371,1200,"""23""",100,2066.00965439,-2.51355895336,-5.46506208,-3.57972252,0.0496655176605,0.256133352088
372,1200,"""24""",100,27393.6110617,-1.18797560684,-2.95142448,-2.04296062,0.146358918775,0.29838818391
373,1200,"""24""",1000,4704.02563113,-11.8797560684,-40.0262448,-30.9416062,5.972212593e-13,5.26676172416e-09
374,1200,"""24""",2000,8050.0,-23.7595121368,-81.2204896,-63.0512124,1.10921200928e-25,8.62643573177e-18
375,1200,"""24""",8000,6500.0,-95.0380485473,-328.3859584,-255.7088496,4.55292385782e-102,1.66555009605e-70
376,1200,"""24""",25000,26760.0,-296.99390171,-1028.68812,-801.572155,0.0,7.31895215139e-220
377,1200,"""26""",100,78516.0139265,-2.67019482584,-8.54907088,-6.15893222,0.00279012166808,0.0296343903621
378,1200,"""26""",1000,7026.94314286,-26.7019482584,-106.0917088,-82.1903222,3.32250066985e-35,7.974535347e-25
379,1200,"""26""",8000,5300.0,-213.615586067,-864.7566704,-673.5455776,1.63312765776e-283,1.79863324149e-200
380,1200,"""27""",100,15597.5665516,-3.74006015528,-10.23807008,-7.10054952,0.00150416819893,0.0335533507728
381,1200,"""27""",1000,700.0,-37.4006015528,-138.2817008,-106.9064952,1.54132871218e-44,6.51589277935e-31
382,1200,"""27""",50000,72400.0,-1870.03007764,-7109.54604,-5540.78576,0.0,0.0
383,1200,"""30""",100,176.572992228,-23.2226214768,-51.233328,-38.702792,6.84076580875e-13,1.89254964502e-07
384,1200,"""31""",100,3746.38436438,-3.74473409563,-9.63195008,-6.73439452,0.0027670131306,0.0478951725373
385,1200,"""31""",1000,4501.2605,-37.4473409563,-127.8825008,-98.9069452,5.30284715842e-40,2.03438440022e-27
386,1200,"""31""",2000,16967.2885,-74.8946819125,-259.2720016,-201.3208904,8.43232761685e-81,1.24106716594e-55
387,1200,"""31""",8000,34014.096,-299.57872765,-1047.6090064,-815.8045616,0.0,6.39689024927e-225
388,1200,"""32""",100,3255.72935158,-0.468427526938,0.40378512,0.79130678,0.70520589513,0.778980366808
389,1200,"""32""",1000,786.52515103,-4.68427526938,-15.4111488,-11.5359322,2.1946662557e-05,0.001056584151
390,1200,"""32""",2000,4940.3405,-9.36855053876,-32.9832976,-25.2328644,5.54939527099e-11,1.28889035829e-07
391,1200,"""33""",100,3734.59236599,-4.0305883244,-6.75934128,-4.47565982,0.0612978790708,0.390533199069
392,1200,"""33""",1000,3300.0,-40.305883244,-99.9574128,-77.1205982,1.24070884048e-26,1.02700472519e-16
393,1200,"""33""",2000,35200.0,-80.611766488,-203.5108256,-157.8371964,4.22295833488e-54,2.89348960585e-34
394,1200,"""33""",8000,5700.0,-322.447065952,-824.8313024,-642.1367856,6.56596125128e-219,1.4471676164e-139
395,1200,"""34""",100,83.5038283582,-4.47153875562,-1.57837648,-0.00237362,0.947507386867,0.988672896433
396,1200,"""37""",100,839.29,-49.382563057,-99.939516,-77.147204,1.10508151654e-22,8.74922623284e-13
397,1200,"""40""",100,93.9,-6.84307804537,-6.02674608,-3.42805602,0.693457163903,0.968170726498
398,1200,"""40""",2000,2700.0,-136.861560907,-229.9179216,-177.9441204,3.85599129884e-41,1.43903418162e-18
399,1200,"""41""",100,1777.34332143,-0.524125915266,0.90364512,1.38933428,0.806553779649,0.871407383967
400,1200,"""41""",1000,3690.75434489,-5.24125915266,-18.9175488,-14.0606572,1.1493766607e-06,0.00014781547188
401,1200,"""41""",2000,4494.22,-10.4825183053,-40.9410976,-31.2273144,5.91571285848e-14,9.78699862827e-10
402,1200,"""43""",100,779.202681818,-5.99291730498,-9.08824608,-5.67149352,0.0433003501537,0.579671200217
403,1200,"""43""",1000,1940.0,-59.9291730498,-148.5274608,-114.3599352,3.32853037122e-39,2.29625625535e-24
404,1200,"""43""",2000,10565.0,-119.8583461,-303.4599216,-235.1248704,1.83167699735e-80,8.7173513053e-51
405,1200,"""43""",8000,24250.0,-479.433384399,-1233.0546864,-959.7144816,0.0,2.60957463908e-209
406,1200,"""43""",25000,74820.0,-1498.22932625,-3866.90652,-3012.71838,0.0,0.0
407,1200,"""43""",100000,250160.0,-5992.91730498,-15486.84108,-12070.08852,0.0,0.0
