,,0,1
"(39.8194467, -75.4186608)","(43.074761, -89.3837613)",13 hours 57 mins,928.125
"(39.824634, -75.2776699)","(43.0349931, -87.922497)",13 hours 12 mins,869.375
"(39.8246673, -97.6325554)","(29.4246002, -98.4951405)",11 hours 19 mins,783.75
"(39.8246673, -97.6325554)","(37.9396795, -87.8952993)",9 hours 15 mins,610.0
"(39.8246673, -97.6325554)","(38.6268039, -90.1994097)",6 hours 59 mins,455.0
"(39.8246673, -97.6325554)","(39.100105, -94.5781416)",3 hours 22 mins,205.0
"(39.8253378, -83.6343673)","(35.2951421, -79.7453164)",7 hours 16 mins,463.75
"(39.830391, -75.2404608)","(43.0349931, -87.922497)",13 hours 13 mins,871.875
"(39.8386976, -75.377284)","(39.4667025, -87.4139119)",10 hours 58 mins,730.625
"(39.8454163, -88.9524151)","(34.6381255, -99.3339754)",11 hours 14 mins,773.125
"(39.8454163, -88.9524151)","(35.2951421, -79.7453164)",11 hours 56 mins,773.125
"(39.8454163, -88.9524151)","(39.350833, -101.7101722)",10 hours 55 mins,758.75
"(39.8454163, -88.9524151)","(43.8424502, -88.8372972)",4 hours 51 mins,298.75
"(39.8664423, -84.4246705)","(35.2951421, -79.7453164)",7 hours 51 mins,507.5
"(39.8745437, -76.8658078)","(40.9999202, -80.3471856)",4 hours 25 mins,269.375
"(39.8745437, -76.8658078)","(42.5869591, -88.7506606)",12 hours 7 mins,799.375
"(39.8770122, -82.0893074)","(39.7683331, -86.1583502)",3 hours 37 mins,232.5
"(39.8781689, -75.120731)","(35.2273656, -80.5006219)",8 hours 12 mins,539.375
"(39.8781689, -75.120731)","(42.7755645, -88.943999)",13 hours 32 mins,895.625
"(39.8781689, -75.120731)","(43.0349931, -87.922497)",13 hours 11 mins,865.0
"(39.8781689, -75.120731)","(43.8424502, -88.8372972)",14 hours 29 mins,946.875
"(39.892229, -99.707058)","(29.5895382, -96.331239)",13 hours 0 mins,867.5
"(39.892229, -99.707058)","(34.0739016, -117.3136547)",18 hours 48 mins,1276.25
"(39.892229, -99.707058)","(34.1261209, -117.5236622)",18 hours 44 mins,1273.75
"(39.892229, -99.707058)","(38.7014389, -90.1487199)",8 hours 50 mins,581.25
"(39.892229, -99.707058)","(40.7670126, -111.8904308)",11 hours 42 mins,792.5
"(39.892229, -99.707058)","(49.583333, -99.45)",12 hours 32 mins,757.5
"(39.9059878, -116.9843374)","(35.6385545, -99.0001085)",21 hours 4 mins,1421.875
"(39.9203526, -80.7431407)","(35.4020838, -79.7842049)",7 hours 1 min,432.5
"(39.9203526, -80.7431407)","(43.0123487, -89.2897646)",9 hours 39 mins,641.875
"(39.9356016, -91.4098727)","(34.6381255, -99.3339754)",10 hours 19 mins,683.75
"(39.9356016, -91.4098727)","(43.5324809, -90.0026259)",5 hours 11 mins,325.0
"(39.9405903, -77.6598624)","(32.5843026, -88.1872474)",12 hours 36 mins,863.125
"(39.9405903, -77.6598624)","(42.6016814, -88.7076041)",11 hours 19 mins,715.625
"(39.9497613, -116.2884505)","(35.6385545, -99.0001085)",20 hours 32 mins,1271.25
"(39.9622601, -83.0007065)","(39.00871, -87.7523336)",4 hours 37 mins,297.5
"(39.9622601, -83.0007065)","(39.350833, -101.7101722)",15 hours 26 mins,1070.0
"(39.962398, -76.727392)","(39.7683331, -86.1583502)",8 hours 34 mins,563.125
"(39.9633611, -120.9147727)","(42.8334738, -89.06949)",1 day 5 hours,1994.375
"(39.9633611, -120.9147727)","(43.074761, -89.3837613)",1 day 4 hours,1963.75
"(39.9633611, -120.9147727)","(43.0962919, -89.5119565)",1 day 4 hours,1955.625
"(40.0044879, -85.6338651)","(35.2951421, -79.7453164)",9 hours 0 mins,581.875
"(40.0175483, -90.4242916)","(33.227345, -88.2664225)",9 hours 10 mins,583.75
"(40.0401991, -86.8990249)","(43.4513836, -88.6312139)",4 hours 54 mins,300.0
"(40.0578505, -80.7350825)","(43.5324809, -90.0026259)",10 hours 20 mins,694.375
"(40.0720039, -83.5563133)","(35.2951421, -79.7453164)",7 hours 36 mins,481.875
"(40.0997222, -83.0273507)","(30.421309, -87.2169149)",12 hours 18 mins,836.875
"(40.0997222, -83.0273507)","(38.2542376, -85.759407)",3 hours 20 mins,217.5
"(40.0997222, -83.0273507)","(42.3315509, -83.0466403)",3 hours 11 mins,191.875
"(40.1075648, -93.5737817)","(35.6286063, -99.0092034)",8 hours 0 mins,521.875
"(40.1075648, -93.5737817)","(35.6385545, -99.0001085)",7 hours 55 mins,520.0
"(40.1164205, -88.2433829)","(35.2951421, -79.7453164)",11 hours 12 mins,724.375
"(40.1164205, -88.2433829)","(43.4704014, -89.7437844)",4 hours 23 mins,293.75
"(40.1251334, -122.2015529)","(35.6385545, -99.0001085)",1 day 1 hour,1685.625
"(40.125222, -87.6304614)","(43.542207, -89.1073356)",4 hours 48 mins,318.75
"(40.1435142, -120.1346519)","(44.0206919, -88.5408574)",1 day 5 hours,2025.625
"(40.1545159, -80.7103583)","(43.4704014, -89.7437844)",10 hours 16 mins,683.75
"(40.20561885, -74.93586314)","(40.3831915, -75.4829368)",1 hour 2 mins,55.68749999999999
"(40.2170575, -74.7429463)","(43.0785747, -89.1988571)",13 hours 55 mins,931.875
"(40.2338438, -111.6585337)","(39.756121, -99.323985)",12 hours 9 mins,823.75
"(40.2353679, -76.8413613)","(30.5798041, -87.3928984)",15 hours 14 mins,1040.625
"(40.2353679, -76.8413613)","(35.6319907, -79.75928032)",6 hours 53 mins,436.25
"(40.2353679, -76.8413613)","(39.8745437, -76.8658078)",46 mins,35.4375
"(40.2364486, -83.3671432)","(35.2951421, -79.7453164)",7 hours 34 mins,482.5
"(40.2398118, -76.9199742)","(39.350833, -101.7101722)",20 hours 56 mins,1435.0
"(40.2398118, -76.9199742)","(39.4985041, -98.3086214)",18 hours 45 mins,1253.125
"(40.2412143, -76.894272)","(30.5798041, -87.3928984)",15 hours 15 mins,1039.375
"(40.2412143, -76.894272)","(30.605427, -87.344442)",15 hours 8 mins,1035.0
"(40.2412143, -76.894272)","(31.5946038, -87.4088776)",14 hours 28 mins,961.875
"(40.2412143, -76.894272)","(33.5634478, -88.0814159)",13 hours 28 mins,907.5
"(40.2412143, -76.894272)","(33.9842768, -88.488099)",13 hours 38 mins,893.125
"(40.2412143, -76.894272)","(36.7295295, -119.7088613)",1 day 16 hours,2745.0
"(40.2412143, -76.894272)","(44.0206919, -88.5408574)",12 hours 45 mins,835.0
"(40.2446203, -76.9609001)","(39.350833, -101.7101722)",20 hours 57 mins,1436.25
"(40.2452976, -75.6496424)","(39.7683331, -86.1583502)",9 hours 27 mins,617.5
"(40.2452976, -75.6496424)","(43.0349931, -87.922497)",12 hours 40 mins,826.25
"(40.2469449, -96.7021336)","(34.3835721, -98.9354765)",7 hours 35 mins,496.25
"(40.2502582, -103.799951)","(33.227345, -88.2664225)",18 hours 31 mins,1230.625
"(40.2519471, -97.5578197)","(34.6381255, -99.3339754)",7 hours 5 mins,486.875
"(40.2574293, -85.7488059)","(35.2951421, -79.7453164)",9 hours 31 mins,600.0
"(40.2772924, -80.2731158)","(35.4020838, -79.7842049)",6 hours 57 mins,448.75
"(40.2772924, -80.2731158)","(39.00871, -87.7523336)",7 hours 8 mins,464.375
"(40.2797657, -86.5108244)","(35.2951421, -79.7453164)",9 hours 58 mins,648.125
"(40.2797657, -86.5108244)","(39.783235, -97.894926)",10 hours 4 mins,654.375
"(40.2842164, -84.1554987)","(35.2951421, -79.7453164)",8 hours 8 mins,526.25
"(40.2842164, -84.1554987)","(43.2286174, -88.1103691)",6 hours 24 mins,371.875
"(40.2979745, -121.0661246)","(43.3997196, -88.5326008)",1 day 6 hours,2051.875
"(40.3736804, -80.1178337)","(39.350833, -101.7101722)",18 hours 4 mins,1245.625
"(40.3831915, -75.4829368)","(40.20561885, -74.93586314)",1 hour 5 mins,57.24999999999999
"(40.3831915, -75.4829368)","(40.3831915, -75.4829368)",1 min,0.625
"(40.3831915, -75.4829368)","(40.5434007, -79.1622566)",4 hours 26 mins,271.875
"(40.3831915, -75.4829368)","(40.7917319, -80.0958935)",5 hours 1 min,323.75
"(40.3831915, -75.4829368)","(40.8095093, -80.2017277)",5 hours 10 mins,328.125
"(40.3831915, -75.4829368)","(40.8262201, -79.5562999)",4 hours 52 mins,301.875
"(40.3831915, -75.4829368)","(40.8610205, -79.8952251)",5 hours 3 mins,321.875
"(40.3831915, -75.4829368)","(40.8703418, -79.7261609)",5 hours 2 mins,311.875
"(40.3831915, -75.4829368)","(40.9370083, -78.932533)",4 hours 4 mins,255.0
"(40.3831915, -75.4829368)","(40.9496737, -78.9349109)",4 hours 3 mins,254.375
"(40.3831915, -75.4829368)","(41.0167299, -79.7175492)",4 hours 47 mins,305.625
"(40.3831915, -75.4829368)","(41.118651, -78.7622342)",3 hours 44 mins,238.75
"(40.3831915, -75.4829368)","(41.141458, -78.8222042)",3 hours 46 mins,242.5
"(40.3831915, -75.4829368)","(41.2492279, -78.7994738)",3 hours 51 mins,248.125
"(40.3831915, -75.4829368)","(41.4203391, -78.7286388)",4 hours 3 mins,254.375
"(40.3831915, -75.4829368)","(41.4958474, -78.7126975)",4 hours 17 mins,261.875
"(40.3831915, -75.4829368)","(41.7746685, -76.5264613)",2 hours 53 mins,146.875
"(40.3831915, -75.4829368)","(41.8119602, -79.2654452)",5 hours 6 mins,304.375
"(40.3831915, -75.4829368)","(41.8392258, -79.2683812)",5 hours 6 mins,303.125
"(40.3831915, -75.4829368)","(41.920334, -79.640329)",5 hours 32 mins,331.875
"(40.3831915, -75.4829368)","(42.1578412, -78.7150311)",5 hours 6 mins,333.75
"(40.3831915, -75.4829368)","(42.8867166, -78.8783922)",5 hours 38 mins,346.25
"(40.3916066, -86.8879689)","(34.3835721, -98.9354765)",13 hours 15 mins,900.625
"(40.3973423, -91.385202)","(36.7295295, -119.7088613)",1 day 5 hours,1988.75
"(40.4162501, -80.0541911)","(32.5178284, -87.8368201)",12 hours 38 mins,863.125
"(40.4167022, -86.8752869)","(34.6381255, -99.3339754)",13 hours 27 mins,912.5
"(40.4167022, -86.8752869)","(35.2273656, -80.5006219)",10 hours 9 mins,656.875
"(40.4167022, -86.8752869)","(35.2951421, -79.7453164)",10 hours 13 mins,664.375
"(40.4189566, -80.5895167)","(43.4704014, -89.7437844)",9 hours 57 mins,654.375
"(40.4344895, -84.9777455)","(35.2951421, -79.7453164)",8 hours 55 mins,561.25
"(40.4344895, -84.9777455)","(36.2055669, -120.1253516)",1 day 10 hours,2286.25
"(40.4541475, -104.5421798)","(33.227345, -88.2664225)",19 hours 11 mins,1279.375
"(40.4839832, -86.1421344)","(43.5324809, -90.0026259)",5 hours 53 mins,373.75
"(40.50626705, -80.11159449)","(43.3177776, -88.378857)",9 hours 2 mins,584.375
"(40.5126513, -122.3800076)","(39.2648545, -103.6931237)",19 hours 29 mins,1316.25
"(40.518681, -78.394736)","(36.2055669, -120.1253516)",1 day 15 hours,2651.25
"(40.5198285, -74.7993323)","(30.421309, -87.2169149)",17 hours 27 mins,1177.5
"(40.5380946, -89.6789934)","(30.820742, -88.0705556)",12 hours 15 mins,805.0
"(40.5382375, -74.39451735)","(42.7755645, -88.943999)",13 hours 49 mins,921.875
"(40.5434007, -79.1622566)","(40.9496737, -78.9349109)",44 mins,35.4375
"(40.5861322, -98.3898883)","(38.7477661, -105.1499801)",7 hours 35 mins,458.75
"(40.5885271, -83.1895249)","(35.2951421, -79.7453164)",8 hours 4 mins,509.375
"(40.5885271, -83.1895249)","(43.7073195, -88.9900685)",7 hours 48 mins,462.5
"(40.6213665, -73.7225586)","(39.2991591, -102.8690977)",1 day 1 hour,1704.375
"(40.6213665, -73.7225586)","(39.503235, -98.542957)",22 hours 19 mins,1473.125
"(40.6220478, -74.2445902)","(42.7755645, -88.943999)",13 hours 54 mins,917.5
"(40.6254174, -75.5061225)","(39.7683331, -86.1583502)",9 hours 28 mins,623.125
"(40.628143, -96.961372)","(43.542207, -89.1073356)",8 hours 25 mins,556.25
"(40.6320101, -80.4139539)","(42.6727927, -88.5445447)",8 hours 27 mins,536.25
"(40.6421334, -116.9342671)","(35.4119944, -99.4042592)",19 hours 59 mins,1330.625
"(40.6421334, -116.9342671)","(35.5156056, -98.9673069)",20 hours 22 mins,1358.75
"(40.6478171, -83.6089968)","(35.2951421, -79.7453164)",8 hours 10 mins,512.5
"(40.6503143, -87.6000263)","(39.2860997, -103.2754955)",13 hours 39 mins,950.0
"(40.6509307, -79.953997)","(40.20561885, -74.93586314)",5 hours 0 mins,326.25
"(40.6509307, -79.953997)","(40.789815, -80.1754761)",34 mins,19.125
"(40.6509307, -79.953997)","(40.8095093, -80.2017277)",36 mins,20.625
"(40.6509307, -79.953997)","(40.8262201, -79.5562999)",43 mins,31.625
"(40.6509307, -79.953997)","(40.8610205, -79.8952251)",29 mins,17.875
"(40.6509307, -79.953997)","(40.9496737, -78.9349109)",1 hour 34 mins,72.5
"(40.6509307, -79.953997)","(40.9953725, -79.7441047)",51 mins,31.6875
"(40.6509307, -79.953997)","(41.0167299, -79.7175492)",54 mins,34.87499999999999
"(40.6509307, -79.953997)","(41.118651, -78.7622342)",1 hour 55 mins,92.5
"(40.6509307, -79.953997)","(41.141458, -78.8222042)",1 hour 52 mins,88.75
"(40.6509307, -79.953997)","(41.4958474, -78.7126975)",2 hours 28 mins,120.0
"(40.6509307, -79.953997)","(41.7746685, -76.5264613)",4 hours 45 mins,268.75
"(40.6509307, -79.953997)","(42.7831619, -76.8386051)",4 hours 59 mins,320.0
"(40.6509307, -79.953997)","(42.8867166, -78.8783922)",3 hours 17 mins,205.625
"(40.6658258, -80.2751027)","(35.4119944, -99.4042592)",18 hours 6 mins,1221.25
"(40.6739543, -79.6847703)","(40.6739543, -79.6847703)",1 min,0.625
"(40.7060136, -112.0293031)","(39.756121, -99.323985)",11 hours 50 mins,811.875
"(40.7116287, -91.2322109)","(43.8424502, -88.8372972)",5 hours 15 mins,326.25
"(40.7116287, -91.2322109)","(44.0206919, -88.5408574)",5 hours 30 mins,343.125
"(40.7392237, -83.2538072)","(35.2951421, -79.7453164)",8 hours 11 mins,515.0
"(40.7406213, -80.0364489)","(40.7406213, -80.0364489)",1 min,0.625
"(40.7406213, -80.0364489)","(40.789815, -80.1754761)",19 mins,10.6875
"(40.7406213, -80.0364489)","(40.7917319, -80.0958935)",9 mins,5.3125
"(40.7406213, -80.0364489)","(40.8095093, -80.2017277)",21 mins,12.124999999999998
"(40.7406213, -80.0364489)","(40.8262201, -79.5562999)",47 mins,36.5
"(40.7406213, -80.0364489)","(40.8610205, -79.8952251)",25 mins,13.625
"(40.7406213, -80.0364489)","(40.9953725, -79.7441047)",46 mins,30.375
"(40.7406213, -80.0364489)","(41.0167299, -79.7175492)",48 mins,33.5625
"(40.7406213, -80.0364489)","(41.118651, -78.7622342)",1 hour 53 mins,98.75
"(40.7406213, -80.0364489)","(41.4958474, -78.7126975)",2 hours 22 mins,115.0
"(40.7406213, -80.0364489)","(41.7746685, -76.5264613)",4 hours 43 mins,271.875
"(40.7406213, -80.0364489)","(42.8867166, -78.8783922)",3 hours 3 mins,194.375
"(40.742551, -84.1052256)","(36.2055669, -120.1253516)",1 day 10 hours,2364.375
"(40.742551, -84.1052256)","(39.00871, -87.7523336)",4 hours 36 mins,295.0
"(40.742551, -84.1052256)","(39.7683331, -86.1583502)",2 hours 42 mins,174.375
"(40.742551, -84.1052256)","(44.0206919, -88.5408574)",6 hours 48 mins,407.5
"(40.742551, -84.1052256)","(47.859356, -92.0418175)",12 hours 45 mins,813.75
"(40.75839, -82.5154471)","(42.7755645, -88.943999)",7 hours 6 mins,441.875
"(40.7667015, -87.992262)","(35.2951421, -79.7453164)",11 hours 30 mins,737.5
"(40.7670126, -111.8904308)","(35.3738712, -119.0194639)",10 hours 11 mins,708.75
"(40.7670126, -111.8904308)","(43.0349931, -87.922497)",20 hours 44 mins,1448.125
"(40.7675496, -80.0757536)","(40.3831915, -75.4829368)",5 hours 3 mins,322.5
"(40.7675496, -80.0757536)","(40.6509307, -79.953997)",23 mins,11.9375
"(40.7675496, -80.0757536)","(40.7406213, -80.0364489)",7 mins,3.5
"(40.7675496, -80.0757536)","(40.7675496, -80.0757536)",1 min,0.625
"(40.7675496, -80.0757536)","(40.7917319, -80.0958935)",4 mins,2.5625
"(40.7675496, -80.0757536)","(40.8610205, -79.8952251)",25 mins,13.4375
"(40.7675496, -80.0757536)","(42.7831619, -76.8386051)",4 hours 40 mins,306.25
"(40.7675496, -80.0757536)","(42.8867166, -78.8783922)",2 hours 59 mins,191.25
"(40.7684342, -74.1454214)","(34.1423179, -86.2894244)",13 hours 45 mins,912.5
"(40.7685579, -120.730998)","(35.6385545, -99.0001085)",23 hours 46 mins,1606.25
"(40.7692321, -80.062838)","(35.3738712, -119.0194639)",1 day 12 hours,2480.0
"(40.7692321, -80.062838)","(35.4020838, -79.7842049)",7 hours 32 mins,488.125
"(40.7692321, -80.062838)","(43.0123487, -89.2897646)",9 hours 8 mins,603.125
"(40.78084, -99.741505)","(33.227345, -88.2664225)",15 hours 40 mins,1012.5
"(40.7875572, -82.7365677)","(35.2951421, -79.7453164)",8 hours 12 mins,518.75
"(40.789815, -80.1754761)","(40.7917319, -80.0958935)",10 mins,5.437499999999999
"(40.7917319, -80.0958935)","(33.4310868, -86.880621)",11 hours 32 mins,788.75
"(40.7917319, -80.0958935)","(40.20561885, -74.93586314)",5 hours 11 mins,345.0
"(40.7917319, -80.0958935)","(40.7675496, -80.0757536)",4 mins,2.5625
"(40.7917319, -80.0958935)","(40.789815, -80.1754761)",10 mins,5.437499999999999
"(40.7917319, -80.0958935)","(40.7917319, -80.0958935)",1 min,0.625
"(40.7917319, -80.0958935)","(40.8095093, -80.2017277)",12 mins,6.875
"(40.7917319, -80.0958935)","(40.8262201, -79.5562999)",47 mins,36.375
"(40.7917319, -80.0958935)","(40.8610205, -79.8952251)",27 mins,15.249999999999998
"(40.7917319, -80.0958935)","(40.9496737, -78.9349109)",1 hour 40 mins,79.375
"(40.7917319, -80.0958935)","(40.9953725, -79.7441047)",45 mins,30.1875
"(40.7917319, -80.0958935)","(41.0167299, -79.7175492)",48 mins,33.375
"(40.7917319, -80.0958935)","(41.118651, -78.7622342)",1 hour 45 mins,111.875
"(40.7917319, -80.0958935)","(41.141458, -78.8222042)",1 hour 42 mins,108.125
"(40.7917319, -80.0958935)","(41.4203391, -78.7286388)",2 hours 7 mins,126.875
"(40.7917319, -80.0958935)","(41.4958474, -78.7126975)",2 hours 14 mins,128.125
"(40.7917319, -80.0958935)","(41.7746685, -76.5264613)",4 hours 35 mins,284.375
"(40.7917319, -80.0958935)","(41.8119602, -79.2654452)",2 hours 5 mins,107.5
"(40.7917319, -80.0958935)","(42.8867166, -78.8783922)",2 hours 54 mins,188.75
"(40.8, -96.667821)","(43.2286174, -88.1103691)",8 hours 30 mins,578.125
"(40.8262201, -79.5562999)","(33.5256653, -87.2374991)",12 hours 13 mins,813.125
"(40.8262201, -79.5562999)","(42.8867166, -78.8783922)",3 hours 19 mins,209.375
"(40.8272785, -83.2813089)","(35.2951421, -79.7453164)",8 hours 16 mins,520.625
"(40.8433709, -84.3413605)","(35.2951421, -79.7453164)",8 hours 54 mins,571.875
"(40.8610205, -79.8952251)","(40.3831915, -75.4829368)",5 hours 2 mins,321.875
"(40.8610205, -79.8952251)","(40.6509307, -79.953997)",28 mins,18.125
"(40.8610205, -79.8952251)","(40.7917319, -80.0958935)",25 mins,15.1875
"(40.8610205, -79.8952251)","(40.8610205, -79.8952251)",1 min,0.625
"(40.8610205, -79.8952251)","(40.9496737, -78.9349109)",1 hour 20 mins,63.75
"(40.8610205, -79.8952251)","(41.0167299, -79.7175492)",28 mins,17.124999999999996
"(40.8610205, -79.8952251)","(41.2492279, -78.7994738)",1 hour 30 mins,81.875
"(40.8610205, -79.8952251)","(42.1578412, -78.7150311)",2 hours 47 mins,178.75
"(40.8610205, -79.8952251)","(42.7831619, -76.8386051)",4 hours 42 mins,305.625
"(40.8610205, -79.8952251)","(42.8867166, -78.8783922)",3 hours 0 mins,191.25
"(40.8703418, -79.7261609)","(40.7917319, -80.0958935)",37 mins,27.75
"(40.8703418, -79.7261609)","(40.8610205, -79.8952251)",17 mins,10.874999999999998
"(40.8703418, -79.7261609)","(40.8703418, -79.7261609)",1 min,0.625
"(40.8703418, -79.7261609)","(40.9496737, -78.9349109)",1 hour 9 mins,54.5
"(40.8703418, -79.7261609)","(41.118651, -78.7622342)",1 hour 31 mins,75.0
"(40.8703418, -79.7261609)","(41.4280432, -78.5611275)",2 hours 1 min,92.5
"(40.8703418, -79.7261609)","(41.4958474, -78.7126975)",2 hours 2 mins,91.875
"(40.8703418, -79.7261609)","(41.7746685, -76.5264613)",4 hours 21 mins,247.5
"(40.8703418, -79.7261609)","(41.8119602, -79.2654452)",1 hour 58 mins,88.75
"(40.9017313, -96.1922102)","(35.6286063, -99.0092034)",7 hours 56 mins,515.625
"(40.9017313, -96.1922102)","(35.6385545, -99.0001085)",7 hours 51 mins,513.75
"(40.914, -112.732)","(35.4119944, -99.4042592)",16 hours 38 mins,1088.75
"(40.914, -112.732)","(47.920575, -104.0310439)",13 hours 22 mins,895.625
"(40.9196719, -84.05678)","(35.2951421, -79.7453164)",8 hours 49 mins,551.25
"(40.924271, -98.338685)","(33.227345, -88.2664225)",14 hours 40 mins,940.0
"(40.9321423, -115.6606224)","(35.4119944, -99.4042592)",18 hours 53 mins,1251.25
"(40.9479779, -90.3705842)","(39.2930463, -103.0671582)",11 hours 55 mins,823.125
"(40.9479779, -90.3705842)","(39.2991591, -102.8690977)",11 hours 46 mins,812.5
"(40.9479779, -90.3705842)","(39.3394436, -101.889344)",11 hours 3 mins,759.375
"(40.9479779, -90.3705842)","(39.7650117, -98.9195242)",8 hours 36 mins,546.25
"(40.9479779, -90.3705842)","(39.8246673, -97.6325554)",7 hours 31 mins,476.875
"(40.9496737, -78.9349109)","(33.4310868, -86.880621)",12 hours 44 mins,863.75
"(40.9496737, -78.9349109)","(40.3831915, -75.4829368)",4 hours 0 mins,253.75
"(40.9496737, -78.9349109)","(40.5434007, -79.1622566)",44 mins,35.375
"(40.9496737, -78.9349109)","(40.6509307, -79.953997)",1 hour 33 mins,72.5
